,date_time,PM2_5,PM10,SO2,NO2,CO,O3,TEMP
16576,2015-01-20 16:00:00,81.0,121.0,54.0,58.0,1500.0,35.0,5.0
16577,2015-01-20 17:00:00,93.0,122.0,55.0,65.0,1600.0,30.0,3.0
16578,2015-01-20 18:00:00,94.0,126.0,51.0,77.0,1700.0,20.0,3.0
16579,2015-01-20 19:00:00,99.0,142.0,52.0,92.0,2200.0,7.0,2.0
16580,2015-01-20 20:00:00,130.0,157.0,62.0,92.0,2800.0,5.0,2.0
16581,2015-01-20 21:00:00,123.0,139.0,61.0,88.0,2900.0,5.0,1.0
16582,2015-01-20 22:00:00,81.0,101.0,47.0,76.0,2100.0,8.0,2.0
16583,2015-01-20 23:00:00,26.0,36.0,16.0,28.0,800.0,39.0,3.0
16584,2015-01-21 00:00:00,11.0,15.0,7.0,11.0,500.0,61.0,3.0
16585,2015-01-21 01:00:00,14.0,20.0,7.0,22.0,500.0,53.0,2.0
16586,2015-01-21 02:00:00,12.0,26.0,12.0,36.0,500.0,35.0,1.0
16587,2015-01-21 03:00:00,11.0,24.0,17.0,33.0,600.0,38.0,1.0
16588,2015-01-21 04:00:00,12.0,20.0,20.0,23.0,600.0,38.0,0.0
16589,2015-01-21 05:00:00,8.0,22.0,17.0,17.0,500.0,48.0,0.0
16590,2015-01-21 06:00:00,16.0,26.0,23.0,18.0,500.0,50.0,0.0
16591,2015-01-21 07:00:00,15.0,19.0,19.0,21.0,500.0,49.0,-2.0
16592,2015-01-21 08:00:00,13.0,23.0,17.0,39.0,700.0,33.0,-2.0
16593,2015-01-21 09:00:00,20.0,24.0,15.0,35.0,700.0,35.0,0.0
16594,2015-01-21 10:00:00,16.0,20.0,16.0,25.0,600.0,42.0,2.0
16595,2015-01-21 11:00:00,16.0,20.0,22.0,23.0,500.0,47.0,3.0
16596,2015-01-21 12:00:00,9.0,12.0,22.0,17.0,500.0,57.0,3.0
16597,2015-01-21 13:00:00,16.0,16.0,10.0,13.0,400.0,63.0,4.0
16598,2015-01-21 14:00:00,12.0,12.0,9.0,12.0,400.0,65.0,5.0
16599,2015-01-21 15:00:00,10.0,13.0,10.0,14.0,400.0,64.0,5.0
16600,2015-01-21 16:00:00,16.0,20.0,8.0,21.0,400.0,58.0,5.0
16601,2015-01-21 17:00:00,14.0,16.0,7.0,25.0,400.0,58.0,4.0
16602,2015-01-21 18:00:00,24.0,32.0,40.0,44.0,800.0,41.0,3.0
16603,2015-01-21 19:00:00,37.0,51.0,49.0,65.0,1100.0,20.0,1.0
16604,2015-01-21 20:00:00,49.0,52.0,53.0,59.0,1200.0,21.0,1.0
16605,2015-01-21 21:00:00,48.0,48.0,41.0,50.0,1100.0,24.0,1.0
16606,2015-01-21 22:00:00,28.0,35.0,33.0,45.0,900.0,27.0,0.0
16607,2015-01-21 23:00:00,32.0,33.0,30.0,46.0,900.0,23.0,-1.0
16608,2015-01-22 00:00:00,29.0,29.0,21.0,36.0,800.0,31.0,-2.0
16609,2015-01-22 01:00:00,28.0,28.0,15.0,32.0,800.0,31.0,-2.0
16610,2015-01-22 02:00:00,23.0,26.0,14.0,32.0,900.0,30.0,-4.0
16611,2015-01-22 03:00:00,26.0,26.0,20.0,39.0,1000.0,23.0,-5.0
16612,2015-01-22 04:00:00,34.0,48.0,24.0,56.0,1800.0,6.0,-6.0
16613,2015-01-22 05:00:00,42.0,50.0,20.0,58.0,1600.0,3.0,-6.0
16614,2015-01-22 06:00:00,52.0,76.0,26.0,63.0,3200.0,2.0,-6.0
16615,2015-01-22 07:00:00,39.0,58.0,17.0,56.0,1800.0,2.0,-7.0
16616,2015-01-22 08:00:00,70.0,109.0,28.0,66.0,3900.0,2.0,-7.0
16617,2015-01-22 09:00:00,136.0,156.0,62.0,75.0,4800.0,2.0,-4.0
16618,2015-01-22 10:00:00,75.0,84.0,42.0,62.0,2200.0,4.0,-1.0
16619,2015-01-22 11:00:00,72.0,100.0,47.0,62.0,2000.0,11.0,1.0
16620,2015-01-22 12:00:00,80.0,93.0,76.0,68.0,1700.0,13.0,3.0
16621,2015-01-22 13:00:00,66.0,71.0,60.0,53.0,1300.0,29.0,3.0
16622,2015-01-22 14:00:00,48.0,48.0,32.0,38.0,800.0,43.0,3.0
16623,2015-01-22 15:00:00,48.0,60.0,35.0,51.0,1000.0,44.0,4.0
16624,2015-01-22 16:00:00,70.0,86.0,38.0,83.0,1400.0,25.0,4.0
16625,2015-01-22 17:00:00,86.0,102.0,39.0,98.0,1600.0,13.0,3.0
16626,2015-01-22 18:00:00,107.0,146.0,41.0,119.0,2000.0,4.0,2.0
16627,2015-01-22 19:00:00,136.0,168.0,54.0,124.0,2500.0,3.0,1.0
16628,2015-01-22 20:00:00,111.0,119.0,47.0,105.0,2400.0,3.0,-1.0
16629,2015-01-22 21:00:00,111.0,117.0,55.0,105.0,2500.0,3.0,-2.0
16630,2015-01-22 22:00:00,142.0,167.0,67.0,102.0,4000.0,5.0,-2.0
16631,2015-01-22 23:00:00,121.0,121.0,43.0,103.0,2400.0,3.0,-4.0
16632,2015-01-23 00:00:00,122.0,132.0,40.0,106.0,2300.0,4.0,-4.0
16633,2015-01-23 01:00:00,171.0,201.0,50.0,103.0,4100.0,4.0,-5.0
16634,2015-01-23 02:00:00,156.0,166.0,38.0,104.0,2500.0,2.0,-5.0
16635,2015-01-23 03:00:00,156.0,168.0,39.0,106.0,2300.0,2.0,-6.0
16636,2015-01-23 04:00:00,166.0,184.0,39.0,105.0,3100.0,5.0,-6.0
16637,2015-01-23 05:00:00,175.0,180.0,47.0,104.0,2600.0,3.0,-6.0
16638,2015-01-23 06:00:00,164.0,175.0,51.0,102.0,2900.0,5.0,-6.0
16639,2015-01-23 07:00:00,148.0,161.0,44.0,98.0,2600.0,5.0,-7.0
16640,2015-01-23 08:00:00,161.0,180.0,35.0,95.0,3000.0,6.0,-6.0
16641,2015-01-23 09:00:00,192.0,256.0,52.0,101.0,5300.0,8.0,-5.0
16642,2015-01-23 10:00:00,309.0,330.0,70.0,112.0,6200.0,4.0,0.0
16643,2015-01-23 11:00:00,256.0,288.0,90.0,122.0,5100.0,2.0,1.0
16644,2015-01-23 12:00:00,191.0,213.0,96.0,114.0,3600.0,5.0,2.0
16645,2015-01-23 13:00:00,223.0,255.0,100.0,124.0,3600.0,9.0,3.0
16646,2015-01-23 14:00:00,239.0,272.0,96.0,131.0,3300.0,11.0,4.0
16647,2015-01-23 15:00:00,224.0,248.0,109.0,130.0,3100.0,14.0,4.0
16648,2015-01-23 16:00:00,228.0,246.0,120.0,140.0,3100.0,10.0,5.0
16649,2015-01-23 17:00:00,221.0,237.0,114.0,142.0,3100.0,6.0,3.0
16650,2015-01-23 18:00:00,232.0,264.0,116.0,151.0,4200.0,6.0,2.0
16651,2015-01-23 19:00:00,245.0,278.0,104.0,144.0,4300.0,8.0,1.0
16652,2015-01-23 20:00:00,264.0,294.0,91.0,138.0,4800.0,7.0,-1.0
16653,2015-01-23 21:00:00,292.0,334.0,93.0,135.0,5900.0,8.0,0.0
16654,2015-01-23 22:00:00,279.0,303.0,92.0,130.0,5200.0,6.0,-2.0
16655,2015-01-23 23:00:00,305.0,341.0,91.0,128.0,6100.0,8.0,-2.0
16656,2015-01-24 00:00:00,304.0,340.0,80.0,125.0,5600.0,4.0,-4.0
16657,2015-01-24 01:00:00,385.0,445.0,97.0,136.0,8700.0,8.0,-2.0
16658,2015-01-24 02:00:00,383.0,410.0,97.0,138.0,8000.0,4.0,-4.0
16659,2015-01-24 03:00:00,364.0,406.0,88.0,135.0,8800.0,6.0,-3.0
16660,2015-01-24 04:00:00,352.0,367.0,89.0,126.0,8300.0,2.0,-2.0
16661,2015-01-24 05:00:00,273.0,282.0,67.0,109.0,6400.0,3.0,-1.0
16662,2015-01-24 06:00:00,207.0,207.0,68.0,101.0,4600.0,2.0,-4.0
16663,2015-01-24 07:00:00,276.0,312.0,108.0,117.0,8700.0,6.0,-4.0
16664,2015-01-24 08:00:00,270.0,272.0,100.0,116.0,7300.0,4.0,-2.0
16665,2015-01-24 09:00:00,181.0,181.0,95.0,99.0,5100.0,2.0,-1.0
16666,2015-01-24 10:00:00,130.0,130.0,80.0,89.0,3600.0,2.0,2.0
16667,2015-01-24 11:00:00,112.0,134.0,71.0,85.0,2600.0,2.0,3.0
16668,2015-01-24 12:00:00,125.0,135.0,70.0,84.0,2300.0,2.0,3.0
16669,2015-01-24 13:00:00,117.0,141.0,73.0,83.0,2400.0,4.0,3.0
16670,2015-01-24 14:00:00,139.0,144.0,66.0,88.0,2500.0,8.0,3.0
16671,2015-01-24 15:00:00,94.0,95.0,60.0,74.0,2200.0,15.0,3.0
16672,2015-01-24 16:00:00,92.0,98.0,54.0,76.0,2100.0,15.0,3.0
16673,2015-01-24 17:00:00,76.0,91.0,40.0,65.0,1400.0,24.0,2.0
16674,2015-01-24 18:00:00,62.0,98.0,24.0,66.0,1300.0,18.0,0.0
16675,2015-01-24 19:00:00,79.0,79.0,13.0,71.0,1700.0,8.0,0.0
16676,2015-01-24 20:00:00,88.0,88.0,12.0,67.0,1700.0,10.0,0.0
16677,2015-01-24 21:00:00,79.0,79.0,10.0,63.0,1500.0,10.0,0.0
16678,2015-01-24 22:00:00,86.0,86.0,9.0,64.0,1700.0,8.0,0.0
16679,2015-01-24 23:00:00,84.0,84.0,10.0,65.0,1700.0,9.0,0.0
16680,2015-01-25 00:00:00,87.0,87.0,10.0,65.0,1800.0,8.0,0.0
16681,2015-01-25 01:00:00,92.0,92.0,10.0,72.0,1900.0,6.0,0.0
16682,2015-01-25 02:00:00,109.0,109.0,7.0,70.0,1900.0,6.0,0.0
16683,2015-01-25 03:00:00,107.0,107.0,7.0,70.0,1900.0,5.0,0.0
16684,2015-01-25 04:00:00,91.0,91.0,8.0,63.0,1600.0,2.0,0.0
16685,2015-01-25 05:00:00,117.0,117.0,7.0,70.0,2100.0,2.0,-1.0
16686,2015-01-25 06:00:00,104.0,104.0,8.0,70.0,2200.0,2.0,-1.0
16687,2015-01-25 07:00:00,118.0,118.0,9.0,71.0,2500.0,2.0,-1.0
16688,2015-01-25 08:00:00,112.0,112.0,10.0,72.0,2400.0,2.0,-1.0
16689,2015-01-25 09:00:00,119.0,119.0,12.0,69.0,2300.0,2.0,0.0
16690,2015-01-25 10:00:00,133.0,133.0,17.0,73.0,2700.0,2.0,0.0
16691,2015-01-25 11:00:00,149.0,149.0,27.0,69.0,2400.0,4.0,2.0
16692,2015-01-25 12:00:00,143.0,143.0,34.0,65.0,2000.0,14.0,3.0
16693,2015-01-25 13:00:00,124.0,124.0,29.0,45.0,1500.0,32.0,3.0
16694,2015-01-25 14:00:00,125.0,125.0,33.0,48.0,1500.0,36.0,4.0
16695,2015-01-25 15:00:00,121.0,121.0,34.0,56.0,1500.0,34.0,4.0
16696,2015-01-25 16:00:00,125.0,125.0,31.0,57.0,1500.0,34.0,4.0
16697,2015-01-25 17:00:00,124.0,124.0,26.0,64.0,1500.0,30.0,3.0
16698,2015-01-25 18:00:00,153.0,159.0,16.0,85.0,2000.0,10.0,3.0
16699,2015-01-25 19:00:00,187.0,188.0,9.0,94.0,2300.0,2.0,2.0
16700,2015-01-25 20:00:00,213.0,213.0,9.0,93.0,2700.0,2.0,0.0
16701,2015-01-25 21:00:00,215.0,215.0,7.0,91.0,2800.0,2.0,0.0
16702,2015-01-25 22:00:00,215.0,215.0,8.0,90.0,3000.0,2.0,-2.0
16703,2015-01-25 23:00:00,217.0,217.0,8.0,81.0,3300.0,2.0,-2.0
16704,2015-01-26 00:00:00,183.0,183.0,6.0,72.0,2600.0,2.0,-2.0
16705,2015-01-26 01:00:00,174.0,174.0,6.0,68.0,2600.0,2.0,-3.0
16706,2015-01-26 02:00:00,183.0,183.0,6.0,68.0,2700.0,2.0,-4.0
16707,2015-01-26 03:00:00,166.0,166.0,5.0,66.0,2400.0,2.0,-4.0
16708,2015-01-26 04:00:00,164.0,164.0,4.0,65.0,2300.0,2.0,-4.0
16709,2015-01-26 05:00:00,173.0,173.0,2.0,60.0,2800.0,2.0,-5.0
16710,2015-01-26 06:00:00,171.0,171.0,4.0,63.0,3300.0,2.0,-5.0
16711,2015-01-26 07:00:00,190.0,190.0,4.0,63.0,3300.0,2.0,-5.0
16712,2015-01-26 08:00:00,132.0,132.0,22.0,56.0,1900.0,4.0,3.0
16713,2015-01-26 09:00:00,29.0,29.0,33.0,28.0,700.0,26.0,3.0
16714,2015-01-26 10:00:00,19.0,25.0,26.0,24.0,600.0,28.0,3.0
16715,2015-01-26 11:00:00,24.0,29.0,19.0,21.0,600.0,34.0,3.0
16716,2015-01-26 12:00:00,14.0,14.0,5.0,12.0,400.0,52.0,3.0
16717,2015-01-26 13:00:00,13.0,13.0,2.0,10.0,300.0,60.0,3.0
16718,2015-01-26 14:00:00,,5.0,2.0,10.8,300.0,53.9,3.0
16719,2015-01-26 15:00:00,,,2.0,9.0,,56.0,3.0
16720,2015-01-26 16:00:00,4.0,4.0,2.0,14.0,100.0,60.0,2.0
16721,2015-01-26 17:00:00,8.0,28.0,2.0,14.0,100.0,63.0,1.0
16722,2015-01-26 18:00:00,8.0,29.0,4.0,19.0,100.0,59.0,0.0
16723,2015-01-26 19:00:00,12.0,26.0,2.0,14.0,100.0,64.0,-1.0
16724,2015-01-26 20:00:00,12.0,26.0,2.0,14.0,100.0,64.0,-2.0
16725,2015-01-26 21:00:00,7.0,14.0,2.0,10.0,100.0,68.0,-3.0
16726,2015-01-26 22:00:00,5.0,14.0,2.0,15.0,100.0,59.0,-4.0
16727,2015-01-26 23:00:00,16.0,16.0,2.0,10.0,100.0,65.0,-5.0
16728,2015-01-27 00:00:00,19.0,23.0,4.0,15.0,100.0,55.0,-6.0
16729,2015-01-27 01:00:00,16.0,20.0,8.0,24.0,100.0,43.0,-6.0
16730,2015-01-27 02:00:00,11.0,17.0,14.0,20.0,100.0,45.0,-7.0
16731,2015-01-27 03:00:00,14.0,16.0,18.0,22.0,400.0,45.0,-7.0
16732,2015-01-27 04:00:00,15.0,15.0,21.0,20.0,500.0,33.0,-7.0
16733,2015-01-27 05:00:00,12.0,12.0,17.0,16.0,400.0,39.0,-7.0
16734,2015-01-27 06:00:00,11.0,13.0,21.0,17.0,500.0,39.0,-7.0
16735,2015-01-27 07:00:00,17.0,20.0,26.0,23.0,600.0,30.0,-7.0
16736,2015-01-27 08:00:00,19.0,23.0,28.0,28.0,700.0,23.0,-7.0
16737,2015-01-27 09:00:00,20.0,30.0,27.0,27.0,700.0,26.0,-6.0
16738,2015-01-27 10:00:00,20.0,20.0,18.0,17.0,500.0,38.0,-5.0
16739,2015-01-27 11:00:00,16.0,16.0,6.0,11.0,400.0,46.0,-2.0
16740,2015-01-27 12:00:00,10.0,10.0,7.0,10.0,300.0,50.0,-1.0
16741,2015-01-27 13:00:00,9.0,9.0,9.0,12.0,300.0,49.0,0.0
16742,2015-01-27 14:00:00,16.0,16.0,10.0,15.0,300.0,48.0,1.0
16743,2015-01-27 15:00:00,10.0,16.0,11.0,19.0,300.0,44.0,1.0
16744,2015-01-27 16:00:00,11.0,22.0,15.0,22.0,300.0,44.0,2.0
16745,2015-01-27 17:00:00,18.0,23.0,16.0,29.0,400.0,38.0,1.0
16746,2015-01-27 18:00:00,26.0,34.0,22.0,47.0,700.0,21.0,0.0
16747,2015-01-27 19:00:00,30.0,42.0,30.0,52.0,700.0,15.0,-2.0
16748,2015-01-27 20:00:00,35.0,44.0,34.0,58.0,900.0,8.0,
16749,2015-01-27 21:00:00,46.0,48.0,36.0,50.0,1100.0,10.0,-4.0
16750,2015-01-27 22:00:00,38.0,38.0,27.0,27.0,800.0,25.0,-3.0
16751,2015-01-27 23:00:00,23.0,23.0,15.0,17.0,500.0,39.0,-2.8
16752,2015-01-28 00:00:00,20.0,20.0,10.0,14.0,400.0,45.0,-5.0
16753,2015-01-28 01:00:00,38.0,39.0,24.0,44.0,1000.0,13.0,-6.0
16754,2015-01-28 02:00:00,27.0,27.0,16.0,30.0,600.0,23.0,-4.0
16755,2015-01-28 03:00:00,30.0,31.0,22.0,49.0,900.0,6.0,-4.0
16756,2015-01-28 04:00:00,28.0,28.0,36.0,37.0,600.0,13.0,-4.0
16757,2015-01-28 05:00:00,37.0,46.0,32.0,44.0,1700.0,11.0,-6.0
16758,2015-01-28 06:00:00,61.0,67.0,38.0,63.0,2200.0,2.0,-6.0
16759,2015-01-28 07:00:00,43.0,43.0,31.0,63.0,1400.0,2.0,-6.0
16760,2015-01-28 08:00:00,25.0,27.0,38.0,63.0,1000.0,2.0,-6.0
16761,2015-01-28 09:00:00,31.0,41.0,33.0,61.0,1200.0,2.0,-5.0
16762,2015-01-28 10:00:00,45.0,66.0,40.0,59.0,1500.0,2.0,-4.0
16763,2015-01-28 11:00:00,61.0,68.0,39.0,57.0,1400.0,6.0,-1.0
16764,2015-01-28 12:00:00,41.0,41.0,30.0,36.0,800.0,24.0,-1.0
16765,2015-01-28 13:00:00,28.0,28.0,15.0,17.0,400.0,44.0,0.0
16766,2015-01-28 14:00:00,16.0,16.0,11.0,13.0,300.0,54.0,1.0
16767,2015-01-28 15:00:00,21.0,21.0,13.0,16.0,300.0,51.0,1.0
16768,2015-01-28 16:00:00,24.0,27.0,16.0,29.0,400.0,44.0,0.0
16769,2015-01-28 17:00:00,32.0,35.0,15.0,42.0,500.0,33.0,0.0
16770,2015-01-28 18:00:00,47.0,61.0,23.0,54.0,700.0,20.0,0.0
16771,2015-01-28 19:00:00,70.0,87.0,33.0,74.0,1200.0,3.0,-1.0
16772,2015-01-28 20:00:00,94.0,118.0,54.0,85.0,2100.0,2.0,-1.0
16773,2015-01-28 21:00:00,106.0,128.0,67.0,88.0,2600.0,2.0,-2.0
16774,2015-01-28 22:00:00,94.0,113.0,60.0,82.0,2400.0,2.0,-2.0
16775,2015-01-28 23:00:00,79.0,82.0,48.0,74.0,1900.0,2.0,-2.0
16776,2015-01-29 00:00:00,84.0,84.0,48.0,71.0,2000.0,2.0,-2.0
16777,2015-01-29 01:00:00,89.0,89.0,49.0,72.0,2100.0,2.0,-2.0
16778,2015-01-29 02:00:00,80.0,80.0,42.0,72.0,1900.0,2.0,-2.0
16779,2015-01-29 03:00:00,93.0,101.0,52.0,75.0,2800.0,2.0,-2.0
16780,2015-01-29 04:00:00,109.0,114.0,57.0,79.0,3100.0,7.0,-2.0
16781,2015-01-29 05:00:00,110.0,120.0,54.0,78.0,2900.0,6.0,-2.0
16782,2015-01-29 06:00:00,115.0,124.0,52.0,82.0,2700.0,6.0,-4.0
16783,2015-01-29 07:00:00,135.0,160.0,64.0,82.0,3500.0,7.0,-4.0
16784,2015-01-29 08:00:00,150.0,166.0,44.0,79.0,3200.0,6.0,-5.0
16785,2015-01-29 09:00:00,,,,,,,-4.0
16786,2015-01-29 10:00:00,,,,,,,0.0
16787,2015-01-29 11:00:00,,,,,,,2.0
16788,2015-01-29 12:00:00,,,,,,,3.0
16789,2015-01-29 13:00:00,,,,,,,3.0
16790,2015-01-29 14:00:00,,,,,,,3.0
16791,2015-01-29 15:00:00,,,,,,,3.0
16792,2015-01-29 16:00:00,11.0,37.0,5.0,16.0,400.0,65.0,3.0
16793,2015-01-29 17:00:00,14.0,31.0,2.0,18.0,300.0,64.0,2.0
16794,2015-01-29 18:00:00,7.0,33.0,2.0,13.0,300.0,70.0,1.0
16795,2015-01-29 19:00:00,16.0,19.0,3.0,20.0,500.0,63.0,0.0
16796,2015-01-29 20:00:00,20.0,20.0,3.0,17.0,400.0,64.0,-1.0
16797,2015-01-29 21:00:00,12.0,15.0,3.0,17.0,400.0,62.0,-2.0
16798,2015-01-29 22:00:00,9.0,15.0,2.0,16.0,300.0,60.0,-2.0
16799,2015-01-29 23:00:00,15.0,15.0,3.0,17.0,400.0,58.0,-2.0
16800,2015-01-30 00:00:00,14.0,14.0,3.0,14.0,400.0,60.0,-4.0
16801,2015-01-30 01:00:00,12.0,13.0,6.0,12.0,400.0,59.0,-5.0
16802,2015-01-30 02:00:00,10.0,17.0,11.0,14.0,500.0,56.0,-5.0
16803,2015-01-30 03:00:00,10.0,16.0,13.0,15.0,500.0,53.0,-6.0
16804,2015-01-30 04:00:00,15.0,18.0,17.0,23.0,600.0,45.0,-6.0
16805,2015-01-30 05:00:00,11.0,28.0,12.0,24.0,500.0,46.0,-6.0
16806,2015-01-30 06:00:00,13.0,25.0,11.0,27.0,500.0,42.0,-6.0
16807,2015-01-30 07:00:00,15.0,24.0,12.0,33.0,600.0,35.0,-6.0
16808,2015-01-30 08:00:00,16.0,21.0,17.0,35.0,600.0,34.0,-7.0
16809,2015-01-30 09:00:00,21.0,26.0,22.0,33.0,700.0,30.0,-4.0
16810,2015-01-30 10:00:00,14.0,25.0,24.0,20.0,700.0,52.0,-2.0
16811,2015-01-30 11:00:00,17.0,27.0,15.0,16.0,500.0,60.0,-1.0
16812,2015-01-30 12:00:00,11.0,21.0,18.0,14.0,500.0,61.0,1.0
16813,2015-01-30 13:00:00,14.0,23.0,12.0,14.0,400.0,63.0,
16814,2015-01-30 14:00:00,12.0,32.0,15.0,17.0,500.0,59.0,2.0
16815,2015-01-30 15:00:00,14.0,36.0,12.0,18.0,500.0,60.0,3.0
16816,2015-01-30 16:00:00,14.0,29.0,10.0,20.0,500.0,59.0,3.0
16817,2015-01-30 17:00:00,20.0,34.0,12.0,28.0,600.0,51.0,2.0
16818,2015-01-30 18:00:00,25.0,38.0,18.0,41.0,800.0,40.0,1.0
16819,2015-01-30 19:00:00,17.0,25.0,5.0,22.0,500.0,57.0,-1.0
16820,2015-01-30 20:00:00,14.0,24.0,5.0,25.0,500.0,52.0,-2.0
16821,2015-01-30 21:00:00,10.0,19.0,2.0,21.0,400.0,54.0,-2.0
16822,2015-01-30 22:00:00,9.0,13.0,2.0,12.0,400.0,62.0,-1.0
16823,2015-01-30 23:00:00,14.0,14.0,2.0,14.0,400.0,61.0,-2.0
16824,2015-01-31 00:00:00,16.0,16.0,2.0,17.0,400.0,56.0,-2.0
16825,2015-01-31 01:00:00,17.0,18.0,5.0,18.0,400.0,49.0,-4.0
16826,2015-01-31 02:00:00,14.0,20.0,20.0,26.0,500.0,38.0,-4.0
16827,2015-01-31 03:00:00,14.0,24.0,45.0,33.0,600.0,28.0,-5.0
16828,2015-01-31 04:00:00,15.0,17.0,36.0,29.0,600.0,32.0,-6.0
16829,2015-01-31 05:00:00,10.0,14.0,21.0,21.0,600.0,44.0,
16830,2015-01-31 06:00:00,13.0,17.0,45.0,21.0,600.0,46.0,-6.0
16831,2015-01-31 07:00:00,16.0,19.0,29.0,22.0,600.0,43.0,-6.0
16832,2015-01-31 08:00:00,18.0,22.0,32.0,25.0,600.0,40.0,-6.0
16833,2015-01-31 09:00:00,24.0,27.0,35.0,26.0,600.0,40.0,-4.0
16834,2015-01-31 10:00:00,26.0,26.0,36.0,23.0,600.0,45.0,0.0
16835,2015-01-31 11:00:00,14.0,14.0,25.0,17.0,400.0,54.0,1.0
16836,2015-01-31 12:00:00,11.0,11.0,20.0,13.0,400.0,58.0,2.0
16837,2015-01-31 13:00:00,19.0,19.0,15.0,10.0,300.0,64.0,3.0
16838,2015-01-31 14:00:00,12.0,12.0,16.0,9.0,300.0,68.0,4.0
16839,2015-01-31 15:00:00,9.0,10.0,13.0,12.0,300.0,68.0,4.0
16840,2015-01-31 16:00:00,15.0,16.0,16.0,16.0,400.0,67.0,4.0
16841,2015-01-31 17:00:00,11.0,15.0,14.0,19.0,400.0,66.0,3.0
16842,2015-01-31 18:00:00,23.0,37.0,18.0,42.0,700.0,41.0,2.0
16843,2015-01-31 19:00:00,48.0,59.0,40.0,81.0,1000.0,11.0,1.0
16844,2015-01-31 20:00:00,67.0,80.0,42.0,89.0,1500.0,9.0,-2.0
16845,2015-01-31 21:00:00,82.0,82.0,35.0,62.0,1600.0,17.0,-2.0
16846,2015-01-31 22:00:00,38.0,38.0,22.0,39.0,900.0,31.0,-4.0
16847,2015-01-31 23:00:00,40.0,40.0,28.0,43.0,900.0,26.0,-5.0
16848,2015-02-01 00:00:00,43.0,45.0,33.0,46.0,1100.0,22.0,-6.0
16849,2015-02-01 01:00:00,57.0,57.0,42.0,55.0,1600.0,11.0,-7.0
16850,2015-02-01 02:00:00,64.0,69.0,40.0,55.0,1800.0,9.0,-7.0
16851,2015-02-01 03:00:00,39.0,39.0,35.0,41.0,900.0,19.0,-7.0
16852,2015-02-01 04:00:00,57.0,65.0,45.0,56.0,2700.0,10.0,-8.0
16853,2015-02-01 05:00:00,54.0,62.0,42.0,58.0,2400.0,6.0,-8.0
16854,2015-02-01 06:00:00,109.0,157.0,62.0,64.0,4800.0,9.0,-9.0
16855,2015-02-01 07:00:00,90.0,104.0,70.0,67.0,3500.0,6.0,-9.0
16856,2015-02-01 08:00:00,61.0,72.0,49.0,61.0,2200.0,6.0,-8.0
16857,2015-02-01 09:00:00,60.0,70.0,58.0,55.0,1700.0,6.0,-6.0
16858,2015-02-01 10:00:00,90.0,106.0,75.0,64.0,2500.0,7.0,-1.0
16859,2015-02-01 11:00:00,110.0,127.0,89.0,77.0,2900.0,9.0,0.0
16860,2015-02-01 12:00:00,109.0,114.0,93.0,79.0,2400.0,10.0,1.0
16861,2015-02-01 13:00:00,116.0,130.0,83.0,83.0,2200.0,13.0,2.0
16862,2015-02-01 14:00:00,75.0,79.0,50.0,55.0,1200.0,32.0,2.0
16863,2015-02-01 15:00:00,49.0,49.0,40.0,37.0,700.0,46.0,3.0
16864,2015-02-01 16:00:00,47.0,47.0,38.0,42.0,700.0,45.0,3.0
16865,2015-02-01 17:00:00,51.0,51.0,35.0,56.0,800.0,36.0,3.0
16866,2015-02-01 18:00:00,51.0,56.0,30.0,60.0,800.0,28.0,2.0
16867,2015-02-01 19:00:00,59.0,66.0,37.0,57.0,1000.0,30.0,1.0
16868,2015-02-01 20:00:00,68.0,81.0,47.0,73.0,1400.0,16.0,-1.0
16869,2015-02-01 21:00:00,82.0,82.0,38.0,73.0,1600.0,10.0,-2.0
16870,2015-02-01 22:00:00,75.0,75.0,34.0,61.0,1500.0,14.0,-2.0
16871,2015-02-01 23:00:00,64.0,64.0,30.0,49.0,1200.0,22.0,-4.0
16872,2015-02-02 00:00:00,76.0,76.0,29.0,56.0,1400.0,18.0,-4.0
16873,2015-02-02 01:00:00,78.0,78.0,28.0,56.0,1300.0,17.0,
16874,2015-02-02 02:00:00,70.0,70.0,24.0,60.0,1200.0,15.0,-6.0
16875,2015-02-02 03:00:00,71.0,71.0,25.0,63.0,1400.0,11.0,-6.0
16876,2015-02-02 04:00:00,73.0,73.0,35.0,68.0,1500.0,7.0,-6.0
16877,2015-02-02 05:00:00,80.0,80.0,34.0,73.0,1600.0,6.0,-6.0
16878,2015-02-02 06:00:00,90.0,90.0,38.0,80.0,1800.0,4.0,-6.0
16879,2015-02-02 07:00:00,104.0,104.0,38.0,86.0,1900.0,2.0,-7.0
16880,2015-02-02 08:00:00,110.0,110.0,35.0,82.0,2300.0,3.0,-7.0
16881,2015-02-02 09:00:00,123.0,135.0,49.0,86.0,2600.0,4.0,-5.0
16882,2015-02-02 10:00:00,155.0,168.0,65.0,89.0,3400.0,5.0,-2.0
16883,2015-02-02 11:00:00,139.0,144.0,64.0,90.0,2700.0,9.0,
16884,2015-02-02 12:00:00,161.0,164.0,68.0,96.0,2600.0,10.0,1.0
16885,2015-02-02 13:00:00,166.0,169.0,75.0,102.0,2500.0,12.0,2.0
16886,2015-02-02 14:00:00,162.0,162.0,69.0,100.0,2300.0,15.0,3.0
16887,2015-02-02 15:00:00,162.0,162.0,72.0,95.0,2000.0,19.0,3.0
16888,2015-02-02 16:00:00,182.0,182.0,76.0,104.0,2200.0,18.0,3.0
